id,x,y,z,r
71509,-20995,-69680,66.2,   
71510,-45373,-75443,5.0,   
71511,-36276,-71688,109.1,   
71512,-22522,-69066,98.2,   
71513,-31940,-71204,65.4,   
71514,-31817,-71902,32.7,   
71515,-20433,-69092,105.9,   
71516,-30380,-71520,18.2,   
71517,-30632,-71725,30.8,   
71518,-21241,-68820,116.7,   
71519,-30140,-71462,27.7,   
71520,-21535,-68320,139.3,   
71521,-30655,-71162,48.3,   
71522,-29034,-71360,38.6,   
71523,-29049,-71268,40.0,   
71524,-32156,-71836,32.7,   
71525,-32160,-71839,20.0,   
71526,-30344,-71277,37.3,   
71527,-32185,-71834,14.7,   
71528,-30601,-71619,37.6,   
71529,-19790,-70916,43.5,   
71530,-31982,-71627,35.3,   
71531,-33411,-72267,36.1,   
71532,-23766,-67080,217.6,   
71533,-22779,-68998,81.0,   
71534,-33429,-72275,38.0,   
71535,-38085,-73466,32.0,   
71536,-20357,-69543,71.8,   
71537,-23893,-69855,60.6,   
71538,-22486,-70441,37.0,   
71539,-33958,-72194,30.4,   
71540,-34042,-70411,121.8,   
71541,-32241,-71796,33.2,   
71542,-30399,-71352,46.8,   
71543,-33926,-70756,84.4,   
71544,-21128,-68923,108.5,   
71545,-35073,-71001,114.7,   
71546,-21527,-69619,50.2,   
71547,-18364,-69234,114.3,   
71548,-21147,-68652,115.9,   
71549,-24257,-67616,207.3,   
71550,-34725,-72038,20.1,   
71551,-29511,-71727,30.1,   
71552,-31550,-71342,53.5,   
71553,-24761,-69114,102.4,   
71554,-31527,-71488,50.9,   
71555,-31313,-69502,164.9,   
71556,-21082,-69681,66.1,   
71557,-27539,-69295,94.6,   
71558,-24326,-67343,188.3,   
71559,-31842,-70475,124.5,   
71560,-20190,-69166,95.5,   
71561,-23755,-67176,247.2,   
71562,-33981,-69840,156.7,   
71563,-37282,-73894,41.5,   
71564,-35481,-71330,97.7,   
71565,-19802,-70102,54.8,   
71566,-20604,-70615,40.4,   
71567,-22113,-69075,91.5,   
71568,-34489,-70295,124.6,   
71569,-21469,-68973,115.1,   
71570,-32675,-71559,55.1,   
71571,-21149,-68706,112.9,   
71572,-18788,-69627,86.4,   
71573,-21103,-69015,109.5,   
71574,-20246,-69193,94.2,   
71575,-20904,-69131,106.9,   
71576,-24356,-70055,63.4,   
71577,-30665,-71697,38.2,   
71578,-19698,-69226,96.6,   
71579,-30639,-71207,60.6,   
71580,-29018,-71305,30.6,   
71581,-32156,-70707,43.4,   
71582,-22692,-70341,49.3,   
71583,-34615,-72301,27.8,   
71584,-21892,-68462,135.6,   
71585,-30164,-72219,29.7,   
71586,-30663,-71372,50.5,   
71587,-29833,-70913,99.2,   
71588,-21089,-68628,127.9,   
71589,-21272,-68648,123.7,   
71590,-21274,-70091,46.4,   
71591,-34764,-71733,41.8,   
71592,-21737,-68367,118.0,   
71593,-23076,-70579,30.2,   
71594,-23087,-70595,22.8,   
71595,-19936,-69334,86.8,   
71596,-22830,-68860,94.7,   
71597,-21877,-68663,118.6,   
71598,-34688,-72060,18.4,   
71599,-21042,-68670,117.7,   
71600,-19443,-69132,106.6,   
71601,-18200,-69660,118.7,   
71602,-21549,-68022,140.5,   
71603,-20651,-68889,102.1,   
71604,-29880,-71088,73.7,   
71605,-22339,-70256,54.2,   
71606,-22269,-70324,41.7,   
71607,-22277,-70021,23.6,   
71608,-17652,-70519,112.1,   
71609,-30671,-71295,34.1,   
71610,-23578,-68195,133.5,   
71611,-22896,-68827,94.0,   
71612,-30756,-71298,46.0,   
71613,-22134,-68677,105.4,   
71614,-21576,-68469,131.8,   
71615,-31592,-71551,38.9,   
71616,-21922,-68707,119.7,   
71617,-20291,-68697,114.2,   
71618,-30623,-71426,7.1,   
71619,-29307,-71819,56.7,   
71620,-24645,-70250,52.8,   
71621,-22336,-68768,108.6,   
71622,-29920,-72005,20.8,   
71623,-31779,-71932,34.1,   
71624,-19735,-69314,88.6,   
71625,-24199,-67356,222.9,   
71626,-21129,-69515,89.0,   
71627,-29486,-69713,12.5,   
71628,-30161,-71494,23.2,   
71629,-31841,-71551,36.6,   
71630,-23920,-67126,231.4,   
71631,-30173,-70759,88.3,   
71632,-31717,-70629,7.1,   
71633,-35361,-72621,28.9,   
71634,-21456,-68514,151.6,   
71635,-32180,-70293,120.1,   
71636,-21076,-68756,113.1,   
71637,-28671,-72041,15.0,   
71638,-21347,-68537,119.4,   
71639,-20206,-69245,100.4,   
71640,-22646,-68633,92.1,   
71641,-21393,-68421,119.1,   
71642,-20961,-68935,101.9,   
71643,-22595,-69083,77.4,   
71644,-19769,-69165,95.8,   
71645,-32274,-71735,26.1,   
71646,-32099,-71143,84.4,   
71647,-30425,-71620,30.0,   
71648,-22345,-69028,90.0,   
71649,-30179,-71619,38.5,   
71650,-27954,-71319,44.2,   
71651,-24306,-67336,222.8,   
71652,-28942,-71376,39.7,   
71653,-22386,-68613,107.1,   
71654,-22196,-68897,99.5,   
71655,-23057,-70612,39.7,   
71656,-33768,-72069,31.4,   
71657,-23959,-67106,240.0,   
71658,-21150,-68554,132.0,   
71659,-32993,-70184,120.0,   
71660,-18000,-69374,129.8,   
71661,-33783,-72043,27.1,   
71662,-28597,-71944,48.6,   
71663,-36018,-73935,13.9,   
71664,-32660,-71530,33.7,   
71665,-22042,-68770,116.3,   
71666,-21331,-68711,124.2,   
71667,-18740,-69709,85.3,   
71668,-22736,-68713,108.7,   
71669,-30753,-71441,13.1,   
71670,-29991,-71360,45.8,   
71671,-24270,-67431,203.0,   
71672,-37005,-71530,99.1,   
71673,-24711,-69123,108.5,   
71674,-31257,-69509,130.7,   
71675,-36266,-72994,30.4,   
71676,-29681,-71256,56.8,   
71677,-21664,-68476,112.3,   
71678,-37813,-72177,103.6,   
71679,-21094,-69013,106.9,   
71680,-29441,-69534,138.6,   
71681,-32727,-71717,28.9,   
71682,-32583,-71513,55.5,   
71683,-18649,-70963,36.6,   
71684,-32611,-71571,32.2,   
71685,-21589,-68526,117.3,   
71686,-31277,-72269,44.7,   
71687,-20133,-69226,88.9,   
71688,-38886,-74855,30.8,   
71689,-30358,-71646,37.3,   
71690,-21424,-68757,104.1,   
71691,-22806,-68883,102.0,   
71692,-35836,-71399,101.3,   
71693,-34745,-72169,12.3,   
71694,-32078,-71831,29.7,   
71695,-32343,-70552,15.7,   
71696,-32251,-71776,33.2,   
71697,-32684,-71793,24.1,   
71698,-32668,-71817,35.7,   
71699,-22209,-68711,109.7,   
71700,-31423,-71561,29.4,   
71701,-32674,-71990,25.0,   
71702,-32080,-71804,26.2,   
71703,-32211,-69073,235.7,   
71704,-32749,-71730,37.5,   
71705,-31951,-71335,41.3,   
71706,-19949,-69172,96.2,   
71707,-22216,-68716,102.0,   
71708,-21417,-67541,216.3,   
71709,-32394,-71690,43.6,   
71710,-27661,-70336,80.0,   
71711,-19835,-69916,52.7,   
71712,-33982,-72230,25.1,   
71713,-33981,-72222,19.4,   
71714,-33999,-72186,30.3,   
71715,-30691,-71250,36.1,   
71716,-38540,-73428,54.7,   
71717,-34378,-73664,30.1,   
71718,-22245,-67187,183.0,   
71719,-29838,-71064,88.9,   
71720,-31962,-71627,39.4,   
71721,-30637,-71447,32.3,   
71722,-29832,-71278,48.4,   
71723,-30946,-71271,51.7,   
71724,-29159,-72678,18.6,   
71725,-25110,-69879,75.1,   
71726,-30374,-71980,62.5,   
71727,-31898,-69726,166.5,   
71728,-27611,-71051,32.6,   
71729,-30137,-71462,27.7,   
71730,-31648,-71711,32.0,   
71731,-21855,-67501,209.3,   
71732,-31831,-71919,51.1,   
71733,-21892,-69406,79.9,   
71734,-33989,-72184,14.5,   
71735,-33999,-72154,23.4,   
71736,-22467,-69219,78.0,   
71737,-24198,-67343,205.4,   
71738,-38610,-75030,20.0,   
71739,-30663,-71587,27.2,   
71740,-21979,-68679,105.9,   
71741,-33962,-72095,37.6,   
71742,-33974,-72171,37.4,   
71743,-29347,-71195,37.1,   
71744,-21605,-68480,114.5,   
71745,-23103,-70602,35.8,   
71746,-23093,-70600,30.2,   
71747,-21375,-68419,120.0,   
71748,-23097,-70624,38.3,   
71749,-32237,-71671,39.1,   
71750,-21076,-68594,105.1,   
71751,-27626,-70648,57.6,   
71752,-19321,-69369,100.5,   
71753,-21910,-68729,123.3,   
71754,-23057,-70551,34.1,   
71755,-22356,-69749,71.8,   
71756,-28865,-71507,36.9,   
71757,-21535,-68704,98.9,   
71758,-31535,-71758,29.3,   
71759,-30431,-71206,54.3,   
71760,-34696,-71840,43.1,   
71761,-34394,-70450,109.0,   
71762,-33973,-72242,35.2,   
71763,-23147,-70371,40.1,   
71764,-32152,-71706,25.8,   
71765,-23770,-68107,129.4,   
71766,-18449,-69902,75.9,   
71767,-32519,-71453,30.9,   
71768,-32434,-71469,41.5,   
71769,-21683,-68253,136.0,   
71770,-30403,-69937,112.8,   
71771,-23380,-69109,98.1,   
71772,-20809,-69100,90.8,   
71773,-20870,-69672,46.5,   
71774,-30407,-71635,30.2,   
71775,-21130,-68809,113.2,   
71776,-29831,-71381,62.4,   
71777,-32158,-71750,21.3,   
71778,-21643,-69629,48.7,   
71779,-32228,-70885,75.9,   
71780,-30689,-70606,83.0,   
71781,-22424,-69037,84.3,   
71782,-31553,-71732,27.6,   
71783,-18283,-71319,35.8,   
71784,-28337,-71030,65.9,   
71785,-32656,-71549,27.4,   
71786,-21154,-69986,46.8,   
71787,-21148,-69974,47.6,   
71788,-20784,-67621,198.8,   
71789,-20919,-69842,85.3,   
71790,-20728,-70776,28.1,   
71791,-23134,-70662,36.1,   
71792,-34607,-73692,32.8,   
71793,-32208,-70638,111.4,   
71794,-41903,-72906,7.5,   
71795,-34327,-72472,24.7,   
71796,-23909,-70339,38.5,   
71797,-29945,-72059,21.4,   
71798,-21934,-68443,114.6,   
71799,-30328,-71094,54.4,   
71800,-35612,-73740,19.0,   
71801,-21408,-68691,116.3,   
71802,-24202,-67493,201.6,   
71803,-23097,-70622,36.4,   
71804,-22615,-68907,107.3,   
71805,-30095,-72165,39.4,   
71806,-29373,-71192,61.5,   
71807,-18560,-70441,46.1,   
71808,-20265,-69152,95.0,   
71809,-20406,-69188,90.0,   
71810,-21383,-68920,93.6,   
71811,-18125,-71126,38.9,   
71812,-22030,-70318,39.6,   
71813,-21962,-68689,113.1,   
71814,-30044,-71591,41.6,   
71815,-30585,-71399,33.9,   
71816,-29689,-71995,27.9,   
71817,-32078,-71713,15.0,   
71818,-32052,-71897,25.0,   
71819,-23160,-69094,88.5,   
71820,-23117,-70634,32.4,   
71821,-29650,-71903,37.1,   
71822,-31609,-71793,22.8,   
71823,-31597,-71831,30.5,   
71824,-27464,-70618,64.6,   
71825,-21818,-68706,116.3,   
71826,-30588,-71206,47.0,   
71827,-19695,-71074,39.3,   
71828,-21279,-68514,107.7,   
71829,-34392,-71161,68.6,   
71830,-32047,-71911,36.6,   
71831,-21418,-69670,85.7,   
71832,-31738,-71615,32.8,   
71833,-33786,-72033,37.7,   
71834,-22239,-68797,102.0,   
71835,-21290,-68837,114.1,   
71836,-30333,-71627,32.9,   
71837,-21275,-68701,122.3,   
71838,-22107,-67584,206.2,   
71839,-20861,-69141,106.9,   
71840,-28811,-71274,38.1,   
71841,-20991,-68325,139.3,   
71842,-23754,-68998,80.7,   
71843,-31890,-71179,76.3,   
71844,-20696,-69063,84.0,   
71845,-31125,-71743,34.4,   
71846,-25998,-70633,44.8,   
71847,-23161,-70653,35.6,   
71848,-32954,-71329,45.9,   
71849,-31398,-72662,27.9,   
71850,-21125,-68536,127.4,   
71851,-21230,-68706,118.6,   
71852,-31999,-71479,39.6,   
71853,-28170,-69304,140.8,   
71854,-34658,-72019,10.3,   
71855,-24065,-70221,59.0,   
71856,-29946,-70992,78.3,   
71857,-21746,-68514,109.8,   
71858,-35891,-73537,27.0,   
71859,-20346,-69991,40.4,   
71860,-30358,-71905,21.1,   
71861,-30386,-72090,34.5,   
71862,-29816,-71149,25.3,   
71863,-29971,-71985,15.5,   
71864,-18557,-70969,30.8,   
71865,-21374,-69826,45.3,   
71866,-18829,-69268,107.7,   
71867,-23130,-67731,176.1,   
71868,-21812,-68539,116.5,   
71869,-30771,-71394,44.2,   
71870,-35784,-71793,66.4,   
71871,-21969,-68528,114.1,   
71872,-32251,-71229,55.3,   
71873,-23707,-68143,131.4,   
71874,-31943,-71317,65.0,   
71875,-35928,-72945,29.9,   
71876,-30725,-71332,42.9,   
71877,-29288,-70305,108.1,   
71878,-20874,-69063,104.3,   
71879,-30712,-71372,47.9,   
71880,-20689,-69945,52.5,   
71881,-22539,-68980,96.9,   
71882,-21577,-68332,128.0,   
71883,-30155,-71917,20.0,   
71884,-22090,-68591,116.5,   
71885,-21279,-69286,72.2,   
71886,-33769,-71440,51.6,   
71887,-30618,-71562,23.0,   
71888,-22226,-68788,111.5,   
71889,-21271,-68761,109.5,   
71890,-37380,-74034,42.0,   
71891,-20246,-69183,93.8,   
71892,-20908,-68932,103.7,   
71893,-19473,-69244,103.2,   
71894,-30627,-71787,41.5,   
71895,-26508,-70428,40.1,   
71896,-21180,-68639,110.7,   
71897,-31603,-71676,25.1,   
71898,-21051,-68937,109.7,   
71899,-34830,-71675,47.0,   
71900,-31931,-71619,39.5,   
71901,-21898,-68624,120.0,   
71902,-24186,-67369,212.0,   
71903,-23925,-67086,226.2,   
71904,-30580,-70906,76.8,   
71905,-30477,-72050,29.3,   
71906,-19805,-69044,105.3,   
71907,-33101,-71225,56.9,   
71908,-32645,-71760,27.1,   
71909,-22122,-70350,34.9,   
71910,-34976,-71713,59.7,   
71911,-21316,-68514,114.2,   
71912,-29904,-72037,36.2,   
71913,-30995,-71302,65.2,   
71914,-28034,-69152,110.3,   
71915,-31203,-71748,32.5,   
71916,-31250,-71840,30.7,   
71917,-18350,-69262,119.4,   
71918,-18689,-69634,111.4,   
71919,-29426,-71074,61.5,   
71920,-25382,-69275,116.1,   
71921,-28474,-70486,108.4,   
71922,-30388,-71497,36.7,   
71923,-24428,-68726,115.0,   
71924,-32046,-70705,106.4,   
71925,-29657,-72079,34.7,   
71926,-22440,-68799,116.4,   
71927,-35626,-71250,111.1,   
71928,-21160,-68522,135.5,   
71929,-30625,-71195,59.6,   
71930,-19370,-71328,26.5,   
71931,-29188,-71292,34.6,   
71932,-20704,-68847,105.1,   
71933,-31409,-70508,97.6,   
71934,-31350,-70664,122.2,   
71935,-22772,-68724,90.1,   
71936,-30707,-71432,48.7,   
71937,-22516,-69033,107.7,   
71938,-25590,-69639,88.6,   
71939,-29859,-71594,34.1,   
71940,-20156,-69242,93.9,   
71941,-20718,-69132,109.5,   
71942,-20935,-69118,108.0,   
71943,-19746,-69241,94.6,   
71944,-21897,-68377,127.9,   
71945,-23894,-67164,248.7,   
71946,-33339,-70542,100.6,   
71947,-23947,-69608,88.1,   
71948,-20839,-72107,24.9,   
71949,-21884,-68599,126.3,   
71950,-21430,-70048,43.7,   
71951,-30019,-71582,34.1,   
71952,-32359,-71802,30.0,   
71953,-21149,-68793,114.9,   
71954,-22074,-68594,119.6,   
71955,-32011,-71637,35.2,   
71956,-22440,-68787,112.3,   
71957,-30320,-71257,65.2,   
71958,-32459,-71684,37.3,   
71959,-30450,-71869,17.7,   
71960,-21892,-68457,117.4,   
71961,-23168,-69060,84.3,   
71962,-20854,-69188,106.9,   
71963,-20545,-69077,96.5,   
71964,-21789,-67450,218.3,   
71965,-31514,-70738,97.1,   
71966,-21913,-68693,108.6,   
71967,-32944,-72040,24.4,   
71968,-21580,-68416,125.0,   
71969,-21083,-68648,109.3,   
71970,-21608,-68284,141.4,   
71971,-21146,-68855,109.2,   
71972,-34086,-72145,37.5,   
71973,-34001,-72390,8.5,   
71974,-34057,-72285,37.2,   
71975,-31331,-67318,16.1,   
71976,-30056,-71538,40.0,   
71977,-28394,-70473,79.5,   
71978,-20441,-68903,110.6,   
71979,-30025,-71634,32.4,   
71980,-21108,-68619,129.2,   
71981,-21276,-69778,49.4,   
71982,-21814,-68453,131.4,   
71983,-20845,-68932,105.8,   
71984,-33895,-72080,39.0,   
71985,-23037,-68321,139.0,   
71986,-30691,-71383,40.9,   
71987,-30964,-70551,91.8,   
71988,-30428,-71192,20.0,   
71989,-17648,-69984,124.6,   
71990,-19697,-71041,39.3,   
71991,-30263,-71555,24.4,   
71992,-21357,-67312,198.5,   
71993,-18684,-70951,41.7,   
71994,-21174,-68966,106.2,   
71995,-20659,-70520,39.5,   
71996,-32835,-70745,80.4,   
71997,-36328,-72015,67.8,   
71998,-23073,-69247,82.8,   
71999,-19303,-69375,99.6,   
72000,-20156,-69151,94.7,   
72001,-30749,-71410,45.8,   
72002,-24117,-67485,213.4,   
72003,-30595,-71393,51.3,   
72004,-21167,-68940,102.2,   
72005,-21969,-68786,119.4,   
72006,-35827,-73428,57.2,   
72007,-32631,-71504,28.1,   
72008,-40944,-74965,17.6,   
72009,-30329,-71229,45.0,   
72010,-21068,-68914,111.8,   
72011,-21550,-68346,132.7,   
72012,-30350,-71784,17.3,   
72013,-24095,-67446,209.9,   
72014,-27971,-70899,51.2,   
72015,-21487,-69998,45.4,   
72016,-32124,-69897,120.4,   
72017,-37517,-73865,50.1,   
72018,-20901,-68872,97.5,   
72019,-32128,-70775,64.4,   
72020,-22400,-68892,101.2,   
72021,-21887,-68417,116.5,   
72022,-19817,-69084,123.6,   
72023,-19215,-69285,105.1,   
72024,-24082,-67171,226.5,   
72025,-21886,-68459,119.9,   
72026,-30561,-71314,24.5,   
72027,-31184,-71679,25.1,   
72028,-20556,-67652,233.7,   
72029,-31033,-69423,148.1,   
72030,-30000,-71552,40.2,   
72031,-25750,-70209,42.3,   
72032,-34837,-71149,86.5,   
72033,-22881,-68827,92.4,   
72034,-31971,-71840,37.5,   
72035,-19476,-69828,66.1,   
72036,-32826,-69225,17.4,   
72037,-30707,-71387,44.2,   
72038,-22131,-68727,119.1,   
72039,-21146,-68585,128.5,   
72040,-23137,-69116,93.8,   
72041,-32786,-70912,74.0,   
72042,-21682,-68536,120.9,   
72043,-22074,-68632,103.0,   
72044,-20371,-68796,108.7,   
72045,-30056,-71459,48.1,   
72046,-30637,-71589,32.6,   
72047,-29679,-71971,28.9,   
72048,-22528,-70224,39.4,   
72049,-23141,-66977,242.1,   
72050,-23140,-66905,225.0,   
72051,-20128,-70525,30.1,   
72052,-32948,-71734,53.9,   
72053,-32233,-71663,32.8,   
72054,-28602,-69068,154.0,   
72055,-21938,-68690,102.3,   
72056,-33711,-71565,44.6,   
72057,-23726,-70411,52.0,   
72058,-21097,-68958,108.6,   
72059,-23947,-67353,244.1,   
72060,-24115,-67643,228.8,   
72061,-35819,-71324,121.4,   
72062,-31195,-72126,49.2,   
72063,-29647,-72132,19.7,   
72064,-20005,-68952,109.1,   
72065,-32010,-71654,43.7,   
72066,-24204,-67550,206.7,   
72067,-21789,-68590,119.5,   
72068,-30458,-72111,14.7,   
72069,-31922,-70634,112.5,   
72070,-20582,-68993,114.6,   
72071,-30368,-71554,21.6,   
72072,-29870,-71650,22.8,   
72073,-32487,-70044,136.4,   
72074,-24026,-67127,245.0,   
72075,-29971,-71742,40.6,   
72076,-23366,-70811,33.0,   
72077,-30677,-71668,33.1,   
72078,-30414,-72016,13.8,   
72079,-31076,-71776,38.1,   
72080,-19142,-69468,109.3,   
72081,-34191,-70909,79.6,   
72082,-34765,-71769,40.1,   
72083,-30509,-72130,30.6,   
72084,-25652,-70448,75.9,   
72085,-29525,-71757,37.2,   
72086,-37210,-74740,26.6,   
72087,-21285,-68695,121.1,   
72088,-21837,-68605,118.8,   
72089,-23069,-66997,242.6,   
72090,-30701,-71294,53.0,   
72091,-20345,-69753,57.3,   
72092,-21895,-68736,115.8,   
72093,-30698,-71412,45.7,   
72094,-31585,-69789,153.8,   
72095,-33120,-71007,75.8,   
72096,-21455,-68906,100.5,   
72097,-20640,-68882,105.3,   
72098,-20911,-68906,108.1,   
72099,-32518,-71363,60.1,   
72100,-21158,-68919,112.2,   
72101,-36463,-72577,68.7,   
72102,-32083,-72211,37.9,   
72103,-22237,-68869,119.2,   
72104,-22514,-68970,107.9,   
72105,-20471,-70088,74.5,   
72106,-28825,-69490,125.4,   
72107,-21001,-69195,97.7,   
72108,-30752,-70621,88.8,   
72109,-21314,-67435,218.9,   
72110,-20942,-69949,74.2,   
72111,-21640,-68385,127.8,   
72112,-29553,-71246,33.2,   
72113,-30720,-71402,46.5,   
72114,-32702,-70969,67.7,   
72115,-21228,-68884,105.1,   
72116,-24137,-67424,208.6,   
72117,-20249,-69972,45.8,   
72118,-22191,-67716,190.4,   
72119,-19796,-69269,97.6,   
72120,-23137,-68992,104.1,   
72121,-23253,-67421,182.0,   
72122,-21158,-68913,119.1,   
72123,-30674,-71366,50.4,   
72124,-19117,-69168,115.9,   
72125,-21621,-67173,248.3,   
72126,-20858,-69082,107.4,   
72127,-32214,-69695,147.0,   
72128,-20833,-67943,173.9,   
72129,-28405,-71222,34.4,   
72130,-24179,-69252,85.8,   
72131,-30749,-71381,46.8,   
72132,-21103,-68370,147.4,   
72133,-24170,-67456,209.4,   
72134,-30940,-71570,33.2,   
72135,-18097,-70127,102.2,   
72136,-30442,-71632,41.5,   
72137,-24105,-67345,177.7,   
72138,-23857,-68057,120.0,   
72139,-21464,-68841,103.9,   
72140,-28615,-71186,48.5,   
72141,-24838,-69422,172.3,   
72142,-25105,-69194,115.2,   
72143,-18476,-71027,29.1,   
72144,-24218,-67603,216.0,   
72145,-21124,-68817,114.2,   
72146,-22176,-67538,184.4,   
72147,-19222,-69063,119.3,   
72148,-31917,-71598,31.8,   
72149,-23409,-68902,94.2,   
72150,-18483,-70552,45.6,   
72151,-40616,-74283,19.7,   
72152,-32137,-71748,25.1,   
72153,-31933,-70326,117.1,   
72154,-30830,-71355,41.5,   
72155,-29721,-71242,55.4,   
72156,-34609,-70437,126.5,   
72157,-21714,-68430,125.9,   
72158,-33127,-72065,34.0,   
72159,-31756,-71938,40.0,   
72160,-21838,-68518,117.2,   
72161,-33142,-72020,13.5,   
72162,-19814,-70850,35.0,   
72163,-24006,-67403,250.6,   
72164,-20800,-68909,105.3,   
72165,-29770,-71408,61.7,   
72166,-31511,-71665,30.6,   
72167,-21174,-68749,107.9,   
72168,-29854,-70794,92.4,   
72169,-21829,-68667,93.7,   
72170,-31731,-72062,31.5,   
72171,-23040,-69702,63.7,   
72172,-22364,-67830,187.0,   
72173,-21001,-68564,125.0,   
72174,-35577,-71433,93.3,   
72175,-32127,-71687,36.8,   
72176,-22780,-68741,98.1,   
72177,-19229,-70041,46.3,   
72178,-32395,-71825,26.2,   
72179,-30649,-71698,30.2,   
72180,-21322,-70274,32.8,   
72181,-20841,-68863,110.0,   
72182,-23827,-69001,94.5,   
72183,-21831,-68571,121.9,   
72184,-29520,-71871,36.9,   
72185,-35828,-73839,9.2,   
72186,-29539,-71847,18.5,   
72187,-21236,-68563,124.0,   
72188,-30693,-71601,41.4,   
72189,-21852,-67349,216.3,   
72190,-19983,-71035,38.4,   
72191,-24009,-67274,233.1,   
72192,-26726,-70883,26.9,   
72193,-22673,-68482,97.4,   
72194,-22035,-69565,70.3,   
72195,-21362,-67405,220.5,   
72196,-36657,-71389,4.8,   
72197,-24175,-69473,86.8,   
72198,-20901,-69130,104.9,   
72199,-21691,-68666,132.9,   
72200,-22486,-68872,110.7,   
72201,-32348,-71817,21.8,   
72202,-31707,-72024,37.8,   
72203,-30412,-72132,30.2,   
72204,-30400,-72112,15.6,   
72205,-31509,-71720,32.7,   
72206,-24031,-67323,208.5,   
72207,-20696,-67532,216.1,   
72208,-28586,-71382,22.4,   
72209,-28580,-71425,26.0,   
72210,-28584,-71435,22.8,   
72211,-29762,-71968,38.6,   
72212,-21138,-68704,118.7,   
72213,-21920,-68555,110.8,   
72214,-25093,-70355,40.9,   
72215,-17575,-70053,124.1,   
72216,-34706,-71838,11.6,   
72217,-33984,-72372,37.4,   
72218,-22241,-68416,120.9,   
72219,-19657,-71136,28.5,   
72220,-27732,-70158,86.9,   
72221,-26744,-71047,15.1,   
72222,-24100,-67515,215.3,   
72223,-20707,-69136,105.5,   
72224,-22204,-68449,127.4,   
72225,-21002,-68923,92.0,   
72226,-36614,-73092,23.5,   
72227,-22681,-68654,89.1,   
72228,-30602,-71983,29.5,   
72229,-24206,-67401,225.0,   
72230,-31436,-71669,37.8,   
72231,-20643,-69269,81.7,   
72232,-43680,-74138,15.0,   
72233,-18480,-71248,38.1,   
72234,-20857,-68881,105.1,   
72235,-18927,-69214,112.1,   
72236,-33046,-70711,74.0,   
72237,-31821,-72060,41.7,   
72238,-21835,-68642,132.0,   
72239,-21448,-67468,209.2,   
72240,-20551,-68812,111.1,   
72241,-29834,-71719,42.7,   
72242,-23937,-68801,112.8,   
72243,-33759,-72608,40.1,   
72244,-33741,-72670,33.3,   
72245,-32020,-71621,42.9,   
72246,-33775,-72689,31.7,   
72247,-33751,-72595,32.8,   
72248,-33762,-72799,32.4,   
72249,-33027,-71132,67.2,   
72250,-22977,-69107,110.9,   
72251,-30594,-71305,43.9,   
72252,-22158,-68614,106.7,   
72253,-33822,-72761,39.3,   
72254,-31845,-70578,104.2,   
72255,-33822,-72750,30.8,   
72256,-22705,-68982,124.5,   
72257,-23139,-68632,103.3,   
72258,-21707,-69895,41.0,   
72259,-20055,-68903,112.1,   
72260,-29692,-72015,22.3,   
72261,-30732,-72078,21.4,   
72262,-30370,-71914,26.9,   
72263,-22974,-68929,85.4,   
72264,-30704,-72059,30.1,   
72265,-22115,-68602,116.8,   
72266,-32461,-71647,35.7,   
72267,-32502,-71666,32.9,   
72268,-33509,-70210,118.0,   
72269,-22712,-69068,85.9,   
72270,-19986,-69827,60.8,   
72271,-23889,-67439,239.1,   
72272,-21109,-68855,101.8,   
72273,-21270,-68574,128.3,   
72274,-23233,-68642,98.4,   
72275,-24124,-67492,220.9,   
72276,-29055,-71432,54.2,   
72277,-35716,-73530,25.0,   
72278,-30722,-71711,28.7,   
72279,-33615,-72608,45.1,   
72280,-20602,-68899,105.1,   
72281,-30754,-71394,42.6,   
72282,-20094,-69226,92.3,   
72283,-30716,-71566,31.1,   
72284,-29090,-71344,71.1,   
72285,-34513,-70703,100.6,   
72286,-28682,-70153,105.2,   
72287,-31917,-70161,140.3,   
72288,-31465,-71533,38.2,   
72289,-33676,-72521,47.2,   
72290,-21855,-68566,105.1,   
72291,-30482,-71546,22.4,   
72292,-35045,-71322,74.4,   
72293,-20425,-69081,110.1,   
72294,-21622,-68381,131.3,   
72295,-31538,-71619,33.3,   
72296,-22576,-68795,103.5,   
72297,-26817,-70851,32.4,   
72298,-24508,-70461,48.6,   
72299,-21273,-68651,111.8,   
72300,-20728,-69127,110.2,   
72301,-33831,-72709,26.2,   
72302,-20502,-69129,103.3,   
72303,-22529,-68469,109.2,   
72304,-33392,-72002,20.1,   
72305,-19447,-69274,97.5,   
72306,-22625,-68797,102.6,   
72307,-31236,-71705,35.3,   
72308,-20396,-70212,68.9,   
72309,-25184,-70392,61.4,   
72310,-33724,-72517,36.9,   
72311,-32154,-71782,38.3,   
72312,-21587,-70342,28.4,   
72313,-21188,-68890,110.9,   
72314,-23872,-67173,250.0,   
72315,-35000,-70818,115.5,   
72316,-31174,-71690,31.8,   
72317,-24035,-67228,243.4,   
72318,-22793,-69017,88.9,   
72319,-22364,-68671,105.3,   
72320,-23913,-67181,223.8,   
72321,-25966,-70610,47.3,   
72322,-21089,-68852,109.5,   
72323,-31835,-71584,41.4,   
72324,-36959,-72984,33.8,   
72325,-22427,-68636,105.1,   
72326,-19197,-69090,120.0,   
72327,-22501,-66647,271.6,   
72328,-21201,-68658,109.1,   
72329,-33723,-72528,34.7,   
72330,-33781,-72527,35.4,   
