id,x,y,z,r
18798,-28111,-69705,107.6,   
18799,-34825,-70247,143.1,2.7
18800,-32168,-68876,10.4,3.8
18801,-27246,-71109,7.5,   
18802,-27251,-71344,11.8,   
18803,-35004,-71156,90.4,2.6
18804,-30960,-71835,25.3,   
18805,-30953,-71837,15.0,   
18806,-33886,-69107,150.0,3.1
18807,-31815,-70993,83.6,2.5
18808,-31354,-71526,42.1,   
18809,-31988,-71455,35.3,4.5
18810,-31427,-70685,92.0,3.9
18811,-34107,-70051,2.0,4.1
18812,-34678,-72279,35.1,3.6
18813,-31562,-69758,138.4,3.1
18814,-27182,-71310,43.3,3.9
18815,-32642,-71051,15.6,   
18816,-34173,-70517,14.6,2.8
18817,-30947,-71654,13.6,3.6
18818,-35515,-71292,102.5,3.0
18819,-23083,-68855,114.2,4.0
18820,-27855,-70616,57.6,3.5
18821,-21771,-68111,130.0,4.5
18822,-25251,-70455,48.0,3.7
18823,-24868,-70248,51.9,3.8
18824,-24138,-70025,32.7,4.1
18825,-31555,-66557,33.0,4.2
18826,-29660,-71353,68.3,4.2
18827,-32314,-69732,133.6,3.2
18828,-30384,-71170,71.9,3.4
18829,-34955,-71020,102.8,3.5
18830,-32811,-70937,70.9,2.8
18831,-31715,-70209,128.3,4.0
18832,-27271,-71270,30.0,4.1
18833,-27090,-71150,16.9,4.1
18834,-19259,-71916,0.0,   
18835,-31431,-71653,8.3,3.5
18836,-32057,-70034,116.3,2.7
18837,-31859,-70226,128.3,2.7
18838,-34825,-70886,98.8,3.0
18839,-35489,-72577,29.1,3.8
18840,-35420,-72617,40.4,3.9
18841,-35469,-72626,26.9,4.1
18842,-26120,-70665,47.6,3.9
18843,-33988,-70008,7.5,3.6
18844,-32657,-71779,31.9,4.4
18845,-32658,-71073,5.7,3.2
18846,-31863,-70016,121.3,3.2
18847,-27303,-71331,5.8,3.3
18848,-34425,-70081,20.2,3.2
18849,-32633,-71583,31.2,3.3
18850,-33069,-70568,91.2,3.6
18851,-30473,-71440,50.5,4.0
18852,-34149,-70757,89.5,2.6
18853,-32013,-68653,150.0,4.1
18854,-32575,-71721,27.9,3.6
18855,-24483,-67492,210.0,   
18856,-30989,-71320,58.4,3.1
18857,-34017,-70125,6.7,3.3
18858,-26939,-71182,45.0,   
18859,-32678,-69930,111.3,3.4
18860,-27353,-71109,23.3,   
18861,-33895,-70713,82.5,3.3
18862,-33231,-70218,5.0,3.1
18863,-32213,-70953,90.4,3.0
18864,-31535,-69484,134.2,3.5
18865,-33098,-70273,104.1,2.9
18866,-30935,-71323,56.2,2.9
18867,-30674,-68065,135.0,   
18868,-27547,-71453,5.6,3.6
18869,-26005,-70572,44.0,   
18870,-34240,-70813,97.7,3.2
18871,-27238,-71407,7.7,3.2
18872,-30496,-71117,55.8,   
18873,-34138,-70436,28.2,2.9
18874,-24232,-67264,180.0,   
18875,-32108,-71794,29.3,4.2
18876,-22144,-67692,190.0,   
18877,-35314,-71226,107.4,3.1
18878,-23325,-66734,266.0,4.4
18879,-25815,-70669,37.7,   
18880,-33562,-70254,106.1,2.6
18881,-31537,-70950,109.0,3.9
18882,-31537,-70950,109.0,3.6
18883,-29901,-71966,0.9,3.5
18884,-31450,-71143,55.4,2.7
18885,-34661,-70501,0.3,3.9
18886,-34603,-72220,10.9,3.0
18887,-25312,-70445,44.4,3.2
18888,-32401,-72050,24.4,3.2
18889,-32666,-71064,5.1,3.3
18890,-24308,-68116,170.0,   
18891,-27655,-71003,21.9,3.2
18892,-33299,-70352,112.3,3.4
18893,-32640,-71707,26.5,3.5
18894,-32911,-70439,89.8,2.6
18895,-35106,-70375,16.1,3.4
18896,-28856,-71351,39.0,3.8
18897,-27137,-71366,7.4,   
18898,-26595,-70949,2.8,3.1
18899,-32752,-70613,42.5,3.3
18900,-31534,-69512,134.7,3.0
18901,-29748,-71283,15.2,2.9
18902,-32772,-68170,150.0,3.6
18903,-30431,-71614,32.4,3.2
18904,-33115,-70132,0.0,3.4
18905,-24391,-67612,204.4,   
18906,-31813,-69833,137.0,3.6
18907,-28540,-69624,126.6,   
18908,-24048,-67065,230.0,   
18909,-31420,-69098,145.0,   
18910,-34921,-70244,18.8,2.9
18911,-29100,-68910,150.0,   
18912,-33007,-71104,45.7,3.3
18913,-31721,-71286,44.1,4.4
18914,-31395,-68115,139.7,3.8
18915,-34396,-70139,20.1,3.6
18916,-34703,-72532,15.1,3.5
18917,-26423,-69448,15.0,3.9
18918,-31043,-69128,120.1,   
18919,-32572,-71596,17.8,3.5
18920,-26421,-69308,100.0,   
18921,-26445,-70451,62.6,   
18922,-34973,-70541,16.1,3.0
18923,-30099,-71503,40.8,4.2
18924,-27391,-71005,35.0,   
18925,-33951,-70316,106.5,3.1
18926,-34924,-71111,95.9,3.3
18927,-27881,-69987,90.4,   
18928,-35272,-71003,109.7,3.6
18929,-32108,-68649,150.0,3.1
18930,-27298,-71254,23.6,3.9
18931,-27775,-69314,92.5,   
18932,-32568,-71105,14.9,3.1
18933,-29105,-70024,99.0,   
18934,-29643,-72039,36.8,   
18935,-32646,-71708,23.0,3.3
18936,-34478,-70160,2.1,3.5
18937,-34465,-70167,0.7,2.8
18938,-25519,-69222,91.0,   
18939,-26089,-70480,55.9,   
18940,-31462,-69146,151.9,3.7
18941,-30878,-72836,34.5,4.0
18942,-24425,-67436,180.0,   
18943,-33592,-71139,49.9,2.8
18944,-32215,-71161,64.2,3.3
18945,-30892,-72056,19.0,4.2
18946,-32690,-71027,7.4,3.2
18947,-35828,-71397,110.0,2.7
18948,-35812,-71400,123.1,3.5
18949,-32705,-71917,15.0,3.8
18950,-33023,-70338,105.8,2.6
18951,-33433,-70179,118.8,2.3
18952,-31439,-69147,150.0,3.6
18953,-30582,-70692,80.0,4.0
18954,-32483,-71648,43.9,3.3
18955,-32211,-71725,9.7,3.5
18956,-36546,-73423,37.2,4.3
18957,-32100,-71564,47.2,3.4
18958,-28492,-71286,39.0,   
18959,-32456,-71807,9.5,3.6
18960,-26645,-70902,28.3,3.8
18961,-32803,-71726,15.0,3.4
18962,-26478,-70472,53.2,4.1
18963,-33144,-70281,2.5,3.2
18964,-35033,-70562,17.8,3.9
18965,-28313,-72215,37.4,   
18966,-36785,-72469,70.7,3.0
18967,-34820,-72832,29.2,3.4
18968,-32455,-71901,35.1,3.5
18969,-28150,-69552,107.0,   
18970,-31945,-71757,15.1,3.4
18971,-28323,-67498,117.0,   
18972,-33989,-70198,117.3,3.8
18973,-31079,-70240,126.5,3.9
18974,-32657,-73042,15.0,3.9
18975,-35841,-71674,74.1,3.7
18976,-32611,-71259,50.7,3.5
18977,-31612,-70170,133.0,2.9
18978,-33633,-70404,22.5,2.8
18979,-27090,-71219,21.0,   
18980,-35166,-70253,171.1,2.6
18981,-33579,-69992,3.9,2.9
18982,-31622,-69981,139.9,3.1
18983,-34693,-72269,24.5,3.8
18984,-30377,-71411,45.8,4.0
18985,-31782,-69977,154.3,3.3
18986,-35435,-72573,31.1,3.5
18987,-31911,-71291,37.6,3.9
18988,-32931,-72045,15.0,3.3
18989,-31288,-71588,37.9,   
18990,-35016,-70555,18.8,3.6
18991,-34414,-71172,61.1,2.5
18992,-27413,-70156,100.1,3.4
18993,-34313,-70539,106.6,   
18994,-30882,-71661,10.5,4.0
18995,-29164,-71236,44.9,   
18996,-27165,-71189,12.1,   
18997,-27169,-71175,23.7,3.5
18998,-35336,-70931,107.8,2.9
18999,-27158,-71224,20.0,4.0
19000,-31656,-67274,207.5,   
19001,-35659,-71389,101.1,3.1
19002,-32958,-71353,44.2,3.2
19003,-27687,-69076,118.2,   
19004,-29646,-69677,131.2,   
19005,-33450,-71641,47.1,3.3
19006,-32516,-68298,0.3,3.6
19007,-33538,-70386,107.3,2.8
19008,-28811,-70371,95.6,   
19009,-28624,-71152,41.6,3.4
19010,-22952,-69861,406.9,   
19011,-31991,-69929,152.1,2.8
19012,-26071,-69293,7.4,3.6
19013,-32677,-71761,15.0,3.7
19014,-32553,-69107,9.4,3.8
19015,-32105,-71831,31.8,   
19016,-32125,-71785,34.0,4.1
19017,-32816,-69026,13.3,3.4
19018,-32919,-71638,42.0,   
19019,-32837,-71171,52.6,3.8
19020,-32674,-71790,29.4,3.8
19021,-32684,-71755,32.6,3.8
19022,-33184,-70208,2.0,3.2
19023,-33340,-70126,111.5,3.5
19024,-33716,-70877,83.7,2.9
19025,-31816,-71301,43.6,3.7
19026,-32812,-71717,42.3,3.4
19027,-32767,-71237,47.0,3.7
19028,-32649,-71497,15.7,3.1
19029,-21088,-69756,95.0,   
19030,-29163,-68990,3.9,   
19031,-35470,-71602,61.9,   
19032,-27382,-71118,47.0,3.8
19033,-28047,-70870,39.1,   
19034,-24698,-68969,107.5,4.1
19035,-28056,-70408,52.8,   
19036,-30695,-71682,35.2,   
19037,-33540,-69968,6.6,3.8
19038,-36130,-70388,206.3,   
19039,-34350,-69894,17.4,4.0
19040,-34337,-69941,1.0,4.1
19041,-33165,-70273,2.7,3.6
19042,-28206,-70409,65.0,   
19043,-24628,-70150,50.0,   
19044,-31253,-72694,35.2,   
19045,-35096,-71222,108.2,2.9
19046,-31817,-71926,20.0,4.0
19047,-35055,-70423,12.9,3.5
19048,-29517,-69637,115.0,   
19049,-31437,-68921,150.0,3.3
19050,-35022,-72135,52.8,3.6
19051,-31034,-71538,71.8,3.6
19052,-29683,-71247,60.0,   
19053,-31174,-68557,150.0,3.8
19054,-33156,-70257,2.2,3.2
19055,-33949,-72378,31.2,3.5
19056,-32865,-73001,20.2,3.7
19057,-23233,-66560,250.0,   
19058,-33141,-70975,65.5,2.7
19059,-34085,-70326,1.8,3.4
19060,-31819,-69648,142.0,3.2
19061,-36077,-71746,97.4,3.5
19062,-27957,-69791,82.9,   
19063,-34119,-70082,5.6,3.3
19064,-34810,-70356,141.7,2.8
19065,-33216,-70586,92.7,2.9
19066,-33682,-70621,22.6,3.0
19067,-32916,-71656,35.8,3.8
19068,-33533,-71017,68.3,2.7
19069,-32456,-71807,14.8,3.3
19070,-27904,-71394,15.0,   
19071,-32148,-71766,13.0,   
19072,-28372,-70403,53.0,   
19073,-27963,-71396,15.0,   
19074,-31217,-68720,150.0,3.3
19075,-34088,-72089,45.5,3.2
19076,-22762,-68695,115.0,   
19077,-33670,-71112,63.7,2.7
19078,-34428,-70263,4.5,2.6
19079,-31744,-71471,21.9,4.1
19080,-21526,-69304,120.0,   
19081,-30672,-71314,49.4,3.7
19082,-33429,-70715,74.1,2.5
19083,-27306,-69198,15.0,3.5
19084,-31277,-69550,135.0,   
19085,-34542,-71007,95.7,2.8
19086,-33622,-70065,9.5,3.1
19087,-28073,-70402,3.4,   
19088,-33284,-72294,2.8,3.7
19089,-34297,-69957,5.0,3.1
19090,-33129,-70247,3.5,3.3
19091,-31596,-71400,42.8,3.4
19092,-37011,-71160,158.7,4.0
19093,-34909,-71080,107.1,3.1
19094,-31211,-68543,150.0,   
19095,-32487,-70814,78.6,2.6
19096,-34477,-70095,19.2,3.2
19097,-30978,-71413,58.6,3.2
19098,-24146,-67476,190.0,   
19099,-31984,-71404,60.8,2.8
19100,-32390,-71584,15.0,3.1
19101,-34425,-69838,0.0,3.6
19102,-34315,-70696,102.3,2.7
19103,-22475,-68753,130.0,4.0
19104,-34011,-71164,64.7,2.6
19105,-32461,-71538,23.4,3.4
19106,-32362,-69775,130.5,2.7
19107,-32169,-71544,32.2,3.6
19108,-29538,-70931,53.5,   
19109,-32758,-71736,15.3,3.4
19110,-31632,-69156,150.0,3.7
19111,-24294,-67359,220.0,   
19112,-31734,-72010,28.6,4.0
19113,-31779,-69270,136.5,3.7
19114,-24337,-67297,220.0,3.9
19115,-29320,-71544,47.4,3.7
19116,-30693,-71636,40.8,3.4
19117,-33334,-71976,44.4,3.5
19118,-35001,-70440,14.9,3.5
19119,-32496,-68674,170.2,   
19120,-29452,-71712,43.8,3.9
19121,-33154,-70251,6.6,3.7
19122,-27924,-71264,36.6,   
19123,-25979,-70205,67.2,   
19124,-25252,-70512,37.7,   
19125,-30389,-70571,32.8,3.3
19126,-34424,-70703,109.7,3.3
19127,-35537,-70716,123.5,3.1
19128,-31943,-69773,129.9,4.0
19129,-34945,-71051,107.3,3.4
19130,-28687,-67393,130.0,   
19131,-30514,-71064,56.3,3.4
19132,-34581,-72352,30.2,3.3
19133,-34435,-69787,7.9,4.4
19134,-34441,-69800,10.8,4.0
19135,-34453,-69787,20.1,3.2
19136,-34449,-69785,13.5,3.7
19137,-28050,-71178,45.0,   
19138,-27164,-71238,11.1,3.6
19139,-32753,-70495,87.5,3.4
19140,-31110,-70855,115.2,3.3
19141,-28572,-69333,101.9,   
19142,-27207,-71253,41.7,3.6
19143,-28670,-71340,34.5,4.2
19144,-33596,-70173,110.0,3.0
19145,-33814,-71351,51.1,4.2
19146,-32921,-71651,36.4,3.6
19147,-34302,-70006,2.9,3.2
19148,-22115,-66944,250.0,   
19149,-29589,-72023,34.7,3.8
19150,-28074,-67671,130.0,   
19151,-27240,-71327,20.4,3.8
19152,-27245,-71289,15.0,   
19153,-21445,-66529,235.0,   
19154,-26030,-70084,73.1,2.8
19155,-34314,-69882,5.0,3.4
19156,-34472,-70413,110.1,2.8
19157,-28668,-71129,46.2,   
19158,-28656,-71285,35.7,3.6
19159,-31904,-71221,74.8,3.2
19160,-33127,-70270,4.6,3.7
19161,-30971,-70530,127.9,3.5
19162,-33192,-70541,97.5,2.8
19163,-33077,-70556,89.7,3.8
19164,-27280,-71223,5.6,3.6
19165,-31832,-70496,114.5,3.4
19166,-23185,-69217,110.0,3.9
19167,-27604,-69597,106.4,3.1
19168,-32274,-71735,9.7,3.8
19169,-37491,-73130,69.3,   
19170,-28596,-70737,67.0,3.1
19171,-31813,-71610,24.3,3.2
19172,-28971,-71463,8.9,   
19173,-37093,-71832,98.2,   
19174,-31539,-69660,143.8,   
19175,-24218,-67253,180.0,   
19176,-28389,-67576,140.0,   
19177,-33533,-69957,3.6,3.5
19178,-25904,-70815,15.0,   
19179,-31726,-71444,41.2,3.9
19180,-31240,-69530,160.0,3.7
19181,-24260,-70493,38.2,3.9
19182,-33305,-71081,58.2,3.2
19183,-19703,-70624,18.0,   
19184,-19736,-70710,10.0,   
19185,-24376,-67372,205.0,   
19186,-30837,-71757,15.0,4.2
19187,-34474,-70729,96.1,2.6
19188,-31734,-71776,14.3,3.6
19189,-34194,-71117,71.2,3.0
19190,-22610,-67356,160.0,   
19191,-35679,-71343,125.0,3.9
19192,-35298,-70893,105.3,3.4
19193,-32644,-71624,34.9,3.5
19194,-32648,-71759,28.6,3.5
19195,-33845,-70023,12.6,2.7
19196,-27712,-70435,7.0,2.9
19197,-33702,-71576,45.3,2.6
19198,-32673,-71051,5.7,3.3
19199,-35050,-70467,18.0,3.6
19200,-22850,-72053,17.8,4.3
19201,-31768,-67675,141.9,   
19202,-32620,-70301,99.2,2.3
19203,-34216,-70888,79.0,2.2
19204,-30072,-71544,45.4,4.0
19205,-31475,-68790,150.0,3.7
19206,-34009,-70089,2.0,3.5
19207,-33277,-70282,100.0,3.6
19208,-28166,-71018,43.2,3.8
19209,-33130,-71784,29.3,3.3
19210,-31066,-72178,44.2,3.3
19211,-31525,-69394,125.4,   
19212,-31620,-71704,31.9,4.0
19213,-22954,-68621,120.0,4.0
19214,-34895,-71584,64.5,3.5
19215,-32487,-71724,11.7,3.7
19216,-27169,-70416,54.4,3.7
19217,-35045,-70547,34.9,3.8
19218,-24182,-67009,200.0,   
19219,-24132,-67143,200.0,   
19220,-28382,-70454,93.6,3.5
19221,-32611,-71594,25.0,3.8
19222,-35331,-70933,107.5,3.2
19223,-36343,-73383,23.2,   
19224,-32114,-70010,118.0,3.3
19225,-27271,-71294,25.2,3.8
19226,-24512,-67468,200.0,   
19227,-34314,-70135,4.6,2.7
19228,-30926,-71180,56.0,2.4
19229,-28901,-70899,51.1,   
19230,-32336,-69709,116.9,3.3
19231,-28460,-70749,91.8,   
19232,-27418,-71436,43.1,3.9
19233,-33231,-73109,31.1,3.4
19234,-30856,-71641,70.9,4.4
19235,-31628,-69590,100.0,   
19236,-28579,-72688,30.0,   
19237,-28555,-72447,33.0,3.9
19238,-35557,-71433,109.6,3.2
19239,-28650,-72571,33.0,4.0
19240,-28729,-71260,34.2,3.8
19241,-33130,-70239,115.2,3.3
19242,-34622,-72293,22.6,3.4
19243,-31461,-69356,159.3,3.6
19244,-20139,-68911,99.0,   
19245,-33286,-70321,98.4,3.4
19246,-28599,-72410,35.0,   
19247,-31546,-71312,51.4,3.7
19248,-28548,-72461,30.0,4.0
19249,-31192,-69733,123.2,2.6
19250,-24159,-67344,220.0,   
19251,-28983,-69694,93.2,   
19252,-28732,-72478,25.0,   
19253,-40465,-72262,5.0,   
19254,-35261,-72800,13.5,3.8
19255,-32587,-71809,32.6,3.6
19256,-31736,-69606,142.1,   
19257,-28576,-72373,30.0,   
19258,-19733,-70587,7.0,   
19259,-27589,-67703,150.0,   
19260,-19817,-70632,35.0,   
19261,-32665,-71543,8.1,3.0
19262,-32656,-71070,5.4,3.2
19263,-34487,-71100,88.9,3.1
19264,-31181,-68397,128.4,3.3
19265,-32383,-69839,136.6,3.2
19266,-32083,-71796,35.0,3.5
19267,-24045,-66907,195.0,   
19268,-33336,-70598,12.5,3.1
19269,-32706,-70012,113.1,2.9
19270,-32459,-71926,32.5,4.4
19271,-32476,-71868,12.3,3.8
19272,-32466,-71888,30.8,   
19273,-32479,-71892,27.3,3.7
19274,-35098,-71758,51.5,3.5
19275,-32480,-71896,25.3,3.5
19276,-32454,-71847,36.0,3.7
19277,-32465,-71882,27.5,3.6
19278,-32506,-71896,25.4,3.9
19279,-32085,-71844,20.3,3.7
19280,-32581,-71695,22.6,3.7
19281,-31660,-70726,105.2,3.0
19282,-32689,-71507,25.0,2.9
19283,-33199,-70557,95.8,2.6
19284,-32358,-72549,4.5,3.5
19285,-32458,-71864,12.2,   
19286,-32453,-71872,27.1,3.9
19287,-32463,-71858,24.0,3.4
19288,-34088,-70032,3.0,2.5
19289,-32473,-71849,25.7,3.6
19290,-32557,-71713,14.2,3.3
19291,-32449,-71857,25.0,3.4
19292,-34695,-71804,38.4,3.8
19293,-33012,-70204,120.8,2.4
19294,-32497,-71719,0.0,3.1
19295,-28509,-70247,84.8,3.2
19296,-31871,-71167,74.9,4.0
19297,-34323,-70245,5.2,2.7
19298,-31551,-69563,149.5,2.8
19299,-34974,-70560,19.1,3.5
19300,-33884,-70448,103.5,2.3
19301,-23407,-66688,290.0,3.9
19302,-29570,-70746,75.0,   
19303,-24239,-67454,230.0,3.9
19304,-24146,-67043,220.0,   
19305,-31570,-69738,136.7,3.7
19306,-33338,-70129,5.4,3.1
19307,-31779,-71340,46.1,   
19308,-32521,-71949,11.6,3.7
19309,-32472,-69837,119.7,3.0
19310,-34274,-70189,6.4,2.6
19311,-33470,-71716,28.3,3.7
19312,-27617,-69288,92.0,   
19313,-32474,-71859,13.5,3.3
19314,-28641,-72684,30.0,   
19315,-28830,-72587,30.0,   
19316,-31892,-70569,93.7,2.8
19317,-28407,-70161,103.3,   
19318,-31452,-71365,45.7,3.6
19319,-34771,-71481,57.6,2.7
19320,-24488,-67479,200.0,   
19321,-24449,-67645,210.0,4.0
19322,-30300,-71596,25.8,4.0
19323,-35565,-71255,93.7,3.1
19324,-37154,-71598,110.8,   
19325,-32734,-69523,139.0,2.5
19326,-33438,-71670,21.4,2.9
19327,-35258,-72342,45.6,3.2
19328,-32247,-71650,35.0,3.4
19329,-31713,-69779,117.7,   
19330,-33735,-70425,107.5,2.7
19331,-36623,-71273,157.8,3.1
19332,-32548,-71791,2.9,3.5
19333,-32489,-71810,13.4,3.5
19334,-33712,-71807,26.6,3.5
19335,-32485,-71839,25.0,4.2
19336,-31858,-69889,135.7,3.6
19337,-32738,-71878,27.6,3.5
19338,-24304,-69375,0.0,3.5
19339,-32601,-71785,15.0,3.2
19340,-30902,-71383,59.2,2.8
19341,-33030,-70469,95.4,2.8
19342,-34072,-70339,6.2,3.3
19343,-31040,-71301,63.0,2.8
19344,-32632,-71033,15.0,3.0
19345,-33150,-70288,4.3,3.0
19346,-34417,-70421,7.0,3.7
19347,-32725,-71033,65.4,3.1
19348,-35615,-71427,138.8,   
19349,-34315,-70118,1.9,3.1
19350,-25993,-70783,33.7,4.3
19351,-34998,-70362,17.6,3.8
19352,-24525,-67564,188.0,   
19353,-31505,-69109,150.0,3.2
19354,-32752,-69897,125.0,3.4
19355,-32563,-70119,113.3,3.2
19356,-31110,-69450,151.4,3.8
19357,-32649,-70131,108.2,3.9
19358,-32582,-71788,14.2,3.7
19359,-31300,-70354,118.5,2.7
19360,-32010,-69886,110.7,3.4
19361,-28691,-72549,35.0,   
19362,-32585,-71810,25.7,3.7
19363,-33136,-70303,12.4,3.2
19364,-31420,-71660,10.4,3.6
19365,-32676,-71705,6.1,3.0
19366,-32660,-71697,5.2,3.1
19367,-27415,-71524,40.0,3.6
19368,-31801,-69643,130.6,3.2
19369,-31364,-68953,153.0,   
19370,-32027,-71564,59.7,3.4
19371,-32915,-70744,77.1,2.8
19372,-31256,-69016,153.7,3.3
19373,-31672,-69900,126.1,3.9
19374,-24413,-67381,200.0,   
19375,-32644,-71710,41.5,3.5
19376,-31941,-71000,65.0,2.6
19377,-32380,-71804,10.3,4.2
19378,-32417,-71775,20.2,3.6
19379,-32390,-71934,19.8,3.4
19380,-35588,-71535,138.0,   
19381,-34388,-72205,33.8,3.2
19382,-34530,-71077,74.7,3.0
19383,-31969,-70599,106.3,3.7
19384,-32786,-70827,78.7,2.9
19385,-27754,-71384,42.9,3.7
19386,-34569,-70502,113.7,2.5
19387,-28508,-71347,45.9,   
19388,-31213,-69024,161.0,3.7
19389,-34508,-70301,118.6,2.4
19390,-32049,-71797,14.3,3.6
19391,-35778,-71725,71.3,3.9
19392,-32312,-70229,120.1,3.0
19393,-29355,-70991,72.8,4.1
19394,-33359,-71044,67.6,3.0
19395,-33583,-70627,86.5,3.0
19396,-27552,-69375,127.0,   
19397,-31345,-68723,147.4,3.8
19398,-24534,-68214,130.0,3.9
19399,-29476,-71016,43.3,4.2
19400,-33142,-70237,16.6,3.3
19401,-33149,-70252,4.0,3.1
19402,-23162,-68662,110.0,4.2
19403,-34677,-71898,28.0,3.4
19404,-29285,-71845,3.6,   
19405,-31582,-71531,33.2,3.8
19406,-27963,-71154,21.1,   
19407,-31631,-71672,32.7,3.7
19408,-31259,-69125,173.6,3.4
19409,-33974,-71202,67.3,2.5
19410,-29234,-72049,38.9,   
19411,-35075,-71657,62.4,2.5
19412,-33126,-68848,8.5,   
19413,-32880,-68985,31.1,3.5
19414,-33118,-68983,9.7,3.5
19415,-33083,-68882,13.7,3.2
19416,-33115,-68955,11.8,3.9
19417,-28569,-72485,80.3,   
19418,-33162,-68965,6.3,3.9
19419,-35052,-70515,19.5,3.5
19420,-33123,-68932,1.3,3.6
19421,-34068,-71990,43.2,3.7
19422,-32472,-71848,15.0,3.6
19423,-33093,-68932,7.4,3.5
19424,-33893,-72109,18.6,   
19425,-34347,-70568,113.3,3.4
19426,-32854,-71475,52.3,3.5
19427,-39376,-72652,70.0,   
19428,-31919,-68656,156.4,3.6
19429,-30099,-70281,110.0,3.7
19430,-33048,-70922,77.5,3.8
19431,-32493,-71104,57.1,3.3
19432,-32915,-71098,53.2,3.6
19433,-34964,-71121,83.8,2.8
19434,-26819,-70907,31.2,3.9
19435,-33300,-72158,36.4,3.5
19436,-31158,-69427,161.3,3.9
19437,-31615,-70115,112.2,3.3
19438,-33102,-69001,11.5,3.7
19439,-24323,-67605,220.0,   
19440,-34805,-70867,90.6,2.9
19441,-28913,-71422,7.4,   
19442,-31735,-70354,127.4,3.9
19443,-35673,-71297,105.0,   
19444,-28577,-72416,34.6,3.9
19445,-27631,-69289,120.3,3.7
19446,-32157,-69704,126.8,3.3
19447,-29088,-70810,68.5,3.7
19448,-31416,-70820,79.4,3.1
19449,-27689,-71206,15.0,3.9
19450,-27947,-71019,27.6,3.6
19451,-31428,-71689,21.7,3.6
19452,-32775,-71699,4.4,3.2
19453,-26215,-69946,22.6,3.7
19454,-31361,-69387,115.0,3.0
19455,-33389,-70125,106.5,2.6
19456,-31405,-69666,141.8,3.6
19457,-34461,-71710,46.8,2.7
19458,-35310,-70592,2.8,3.8
19459,-35300,-70732,38.6,3.8
19460,-25239,-70667,66.9,3.9
19461,-35292,-70641,1.5,4.1
19462,-35253,-70769,0.0,3.5
19463,-35245,-70724,0.0,3.8
19464,-28457,-67650,125.0,   
19465,-35301,-70726,0.3,3.7
19466,-33153,-70267,2.9,3.2
19467,-33094,-72101,5.1,2.9
19468,-33235,-70710,83.2,3.0
19469,-33060,-68938,11.0,3.3
19470,-31354,-68775,150.0,   
19471,-30604,-72431,23.2,   
19472,-32745,-71685,15.0,3.0
19473,-30789,-69283,144.9,   
19474,-30754,-69450,157.9,   
19475,-25075,-69034,79.1,3.6
19476,-29391,-71688,67.1,   
19477,-29045,-71729,38.5,   
19478,-29085,-71653,33.0,   
19479,-33158,-70233,6.3,3.5
19480,-32629,-70150,105.0,3.5
19481,-25590,-69099,80.0,   
19482,-32031,-69250,155.8,3.1
19483,-32060,-71814,34.0,3.3
19484,-31897,-70846,102.7,   
19485,-33495,-70009,4.7,2.9
19486,-33502,-70013,4.7,2.9
19487,-34685,-72309,24.5,3.5
19488,-35339,-71009,105.7,2.6
19489,-30800,-70979,69.3,   
19490,-32859,-70358,97.1,4.0
19491,-36647,-72279,74.2,   
19492,-31501,-71724,30.2,3.9
19493,-34006,-71447,43.5,3.5
19494,-33148,-70245,4.4,3.0
19495,-35299,-70576,15.2,3.8
19496,-26805,-70709,35.0,   
19497,-28836,-71659,35.5,   
19498,-29651,-71932,32.7,   
19499,-23398,-69708,80.0,   
19500,-31255,-67811,30.0,   
19501,-28150,-67669,150.0,   
19502,-31327,-69490,155.5,3.4
19503,-32414,-71668,14.9,3.8
19504,-34719,-70403,2.3,2.9
19505,-33896,-71032,76.0,3.8
19506,-36075,-72762,5.0,3.5
19507,-31068,-68659,162.9,3.7
19508,-30569,-70964,45.0,3.5
19509,-29731,-71917,50.0,3.3
19510,-30035,-71671,42.7,   
19511,-29645,-72252,4.2,4.1
19512,-29711,-72080,38.1,3.9
19513,-29710,-71966,41.2,4.0
19514,-34755,-70783,18.4,3.6
19515,-31515,-69737,129.9,   
19516,-29682,-72009,36.8,3.7
19517,-34132,-70599,100.3,2.6
19518,-27395,-70630,62.7,   
19519,-31434,-71172,73.0,3.0
19520,-32489,-71673,27.4,3.9
19521,-29687,-71948,41.5,   
19522,-31509,-69703,146.4,3.2
19523,-33098,-68900,6.5,3.6
19524,-24169,-67242,220.0,   
